transaction_id,source_account_id,destination_account_id,transaction_timestamp,transaction_type,amount,channel,country,is_suspicious
TXN_0001070,ACC_000429,ACC_000176,2026-06-04 12:13:29.755011,WITHDRAWAL,12280.95,ATM,UK,0
TXN_0001071,ACC_000814,ACC_000654,2026-08-07 18:38:51.755011,PAYMENT,7659.45,ATM,India,0
TXN_0001072,ACC_000501,ACC_000883,2026-06-16 18:42:39.755011,PAYMENT,14363.55,BRANCH,Singapore,0
TXN_0001073,ACC_000439,ACC_000754,2026-07-27 05:13:17.755011,PAYMENT,8885.59,ATM,UK,0
TXN_0001074,ACC_000914,ACC_000950,2026-04-19 15:34:55.755011,PAYMENT,1737.86,ONLINE,Singapore,0
TXN_0001075,ACC_000752,ACC_000788,2026-03-15 05:46:45.755011,TRANSFER,532152.78,BRANCH,UAE,1
TXN_0001076,ACC_000818,ACC_000714,2026-08-11 16:38:40.755011,TRANSFER,4480.51,BRANCH,Singapore,0
TXN_0001077,ACC_000772,ACC_000013,2026-06-23 21:49:48.755011,DEPOSIT,1251.5,ATM,USA,0
TXN_0001078,ACC_000664,ACC_000093,2026-04-22 21:12:13.755011,TRANSFER,4847.71,BRANCH,Hong Kong,0
TXN_0001079,ACC_000471,ACC_000879,2026-07-22 00:43:43.755011,TRANSFER,49065.52,BRANCH,Singapore,0
TXN_0001080,ACC_000721,ACC_000416,2026-08-24 05:09:18.755011,PAYMENT,22477.41,MOBILE,Hong Kong,0
TXN_0001081,ACC_000002,ACC_000882,2026-07-08 10:57:39.755011,TRANSFER,5332.72,BRANCH,Hong Kong,0
TXN_0001082,ACC_000304,ACC_000437,2026-03-13 19:33:04.755011,WITHDRAWAL,5328.85,ATM,Hong Kong,0
TXN_0001083,ACC_000344,ACC_000754,2026-08-25 12:08:16.755011,TRANSFER,5508.45,MOBILE,India,0
TXN_0001084,ACC_000477,ACC_000634,2026-05-17 10:52:08.755011,TRANSFER,97938.75,MOBILE,UK,0
TXN_0001085,ACC_000722,ACC_000069,2026-06-23 23:14:40.755011,PAYMENT,12814.37,ATM,UK,0
TXN_0001086,ACC_000665,ACC_000490,2026-03-29 12:18:33.755011,PAYMENT,13575.88,ATM,UK,0
TXN_0001087,ACC_000516,ACC_000697,2026-04-28 09:04:12.755011,DEPOSIT,27898.83,MOBILE,India,0
TXN_0001088,ACC_000464,ACC_000498,2026-05-13 11:57:52.755011,TRANSFER,10791.86,BRANCH,Hong Kong,0
TXN_0001089,ACC_000546,ACC_000922,2026-08-14 17:38:14.755011,WITHDRAWAL,5938.13,BRANCH,UAE,0
TXN_0001090,ACC_000969,ACC_000710,2026-07-16 04:55:40.755011,TRANSFER,6402.09,ATM,Singapore,0
TXN_0001091,ACC_000920,ACC_000184,2026-05-22 07:48:16.755011,WITHDRAWAL,7435.93,ONLINE,India,0
TXN_0001092,ACC_000714,ACC_000152,2026-03-29 05:09:52.755011,DEPOSIT,7749.11,ATM,USA,0
TXN_0001093,ACC_000024,ACC_000301,2026-07-07 06:24:40.755011,DEPOSIT,19402.47,ATM,Singapore,0
TXN_0001094,ACC_000756,ACC_000661,2026-06-01 15:37:47.755011,TRANSFER,8624.27,MOBILE,USA,0
TXN_0001095,ACC_000822,ACC_000238,2026-08-23 17:56:43.755011,WITHDRAWAL,19519.48,BRANCH,UAE,0
TXN_0001096,ACC_000806,ACC_000335,2026-07-10 21:54:32.755011,DEPOSIT,7355.03,BRANCH,Singapore,0
TXN_0001097,ACC_000920,ACC_000809,2026-04-02 02:02:36.755011,WITHDRAWAL,8904.95,ATM,UK,0
TXN_0001098,ACC_000995,ACC_000296,2026-05-18 16:16:57.755011,TRANSFER,736.68,ATM,UK,0
TXN_0001099,ACC_000634,ACC_000947,2026-04-08 18:24:01.755011,PAYMENT,24333.11,MOBILE,USA,0
TXN_0001100,ACC_000927,ACC_000683,2026-08-17 10:39:40.755011,PAYMENT,191845.32,ATM,USA,1
TXN_0001101,ACC_000589,ACC_000130,2026-05-07 22:40:32.755011,DEPOSIT,26839.02,MOBILE,UK,0
TXN_0001102,ACC_000725,ACC_000036,2026-06-24 16:28:21.755011,WITHDRAWAL,250.76,MOBILE,USA,0
TXN_0001103,ACC_000999,ACC_000167,2026-06-20 07:03:10.755011,WITHDRAWAL,99314.78,ONLINE,India,0
TXN_0001104,ACC_000787,ACC_000149,2026-06-12 10:32:37.755011,DEPOSIT,6853.35,MOBILE,USA,0
TXN_0001105,ACC_000560,ACC_001000,2026-07-28 20:43:41.755011,WITHDRAWAL,30632.58,MOBILE,Singapore,0
TXN_0001106,ACC_000588,ACC_000683,2026-07-31 21:44:24.755011,PAYMENT,2326.48,BRANCH,UK,0
TXN_0001107,ACC_000491,ACC_000922,2026-07-27 12:47:03.755011,TRANSFER,16904.39,ATM,Hong Kong,0
TXN_0001108,ACC_000026,ACC_000412,2026-05-06 06:51:33.755011,PAYMENT,2289.07,BRANCH,UK,0
TXN_0001109,ACC_000623,ACC_000657,2026-03-18 03:34:03.755011,PAYMENT,3833.28,ATM,UK,0
TXN_0001110,ACC_000552,ACC_000870,2026-03-23 16:38:51.755011,DEPOSIT,80566.45,ONLINE,UAE,0
TXN_0001111,ACC_000326,ACC_000618,2026-06-10 16:49:35.755011,TRANSFER,6445.78,MOBILE,Singapore,0
TXN_0001112,ACC_000438,ACC_000379,2026-08-20 06:06:27.755011,DEPOSIT,10518.8,MOBILE,India,0
TXN_0001113,ACC_000316,ACC_000457,2026-05-14 16:31:31.755011,TRANSFER,23019.14,ATM,Hong Kong,0
TXN_0001114,ACC_000426,ACC_000823,2026-07-29 10:51:41.755011,DEPOSIT,14688.47,MOBILE,USA,0
TXN_0001115,ACC_000435,ACC_000747,2026-08-28 18:47:14.755011,DEPOSIT,9706.03,ATM,UAE,0
TXN_0001116,ACC_000213,ACC_000311,2026-04-04 08:29:59.755011,DEPOSIT,12555.99,MOBILE,India,0
TXN_0001117,ACC_000775,ACC_000385,2026-06-30 03:51:19.755011,TRANSFER,144943.41,ONLINE,Singapore,0
TXN_0001118,ACC_000425,ACC_000180,2026-04-29 12:53:49.755011,DEPOSIT,7561.75,ATM,USA,0
TXN_0001119,ACC_000297,ACC_000568,2026-05-20 14:16:01.755011,DEPOSIT,10314.63,ONLINE,UK,0
TXN_0001120,ACC_000506,ACC_000573,2026-05-05 11:26:09.755011,DEPOSIT,28589.23,ATM,India,0
TXN_0001121,ACC_000269,ACC_000308,2026-04-06 08:53:45.755011,DEPOSIT,30535.07,ONLINE,Hong Kong,0
TXN_0001122,ACC_000428,ACC_000184,2026-05-02 07:49:13.755011,DEPOSIT,33672.49,ATM,India,0
TXN_0001123,ACC_000505,ACC_000994,2026-04-30 07:01:02.755011,TRANSFER,17439.21,MOBILE,UAE,0
TXN_0001124,ACC_000890,ACC_000265,2026-05-31 03:19:07.755011,DEPOSIT,2055.75,ONLINE,UK,0
TXN_0001125,ACC_000018,ACC_000866,2026-06-27 04:00:55.755011,WITHDRAWAL,57533.22,ATM,UAE,0
TXN_0001126,ACC_000473,ACC_000900,2026-05-08 12:54:51.755011,PAYMENT,2047.52,MOBILE,USA,0
TXN_0001127,ACC_000430,ACC_000652,2026-05-16 14:14:09.755011,WITHDRAWAL,11651.18,ONLINE,UK,0
TXN_0001128,ACC_000959,ACC_000079,2026-07-09 12:47:55.755011,PAYMENT,3277.61,ATM,India,0
TXN_0001129,ACC_000557,ACC_000331,2026-04-08 22:00:07.755011,WITHDRAWAL,7502.82,MOBILE,UK,0
TXN_0001130,ACC_000372,ACC_000099,2026-07-19 03:01:12.755011,WITHDRAWAL,12022.26,ATM,India,0
TXN_0001131,ACC_000382,ACC_000798,2026-05-01 02:35:38.755011,DEPOSIT,11915.9,BRANCH,UK,0
TXN_0001132,ACC_000105,ACC_000224,2026-04-08 02:51:47.755011,PAYMENT,13444.22,ATM,USA,0
TXN_0001133,ACC_000629,ACC_000707,2026-06-23 22:36:51.755011,TRANSFER,56187.72,BRANCH,Singapore,0
TXN_0001134,ACC_000839,ACC_000135,2026-03-30 02:19:39.755011,TRANSFER,13964.05,BRANCH,UK,0
TXN_0001135,ACC_000143,ACC_000837,2026-05-16 20:47:03.755011,DEPOSIT,6045.15,MOBILE,USA,0
TXN_0001136,ACC_000763,ACC_000835,2026-03-13 01:07:16.755011,TRANSFER,25768.41,ATM,USA,0
TXN_0001137,ACC_000705,ACC_000233,2026-04-04 02:32:05.755011,WITHDRAWAL,33771.23,ATM,USA,0
TXN_0001138,ACC_000436,ACC_000708,2026-03-22 17:25:04.755011,TRANSFER,1857.28,ONLINE,India,0
TXN_0001139,ACC_000442,ACC_000044,2026-08-01 12:31:28.755011,PAYMENT,16595.39,ONLINE,India,0
TXN_0001140,ACC_000608,ACC_000061,2026-06-15 04:04:43.755011,DEPOSIT,18796.15,ONLINE,UK,0
TXN_0001141,ACC_000684,ACC_000011,2026-05-05 00:51:48.755011,TRANSFER,5669.88,ONLINE,UAE,0
TXN_0001142,ACC_000205,ACC_000190,2026-08-29 10:52:17.755011,WITHDRAWAL,42228.4,ONLINE,India,0
TXN_0001143,ACC_000965,ACC_000285,2026-07-30 08:37:37.755011,WITHDRAWAL,6767.81,MOBILE,USA,0
TXN_0001144,ACC_000747,ACC_000628,2026-08-06 01:53:38.755011,PAYMENT,9420.96,ONLINE,India,0
TXN_0001145,ACC_000015,ACC_000542,2026-08-02 16:04:02.755011,PAYMENT,6583.45,ATM,UK,0
TXN_0001146,ACC_000551,ACC_000005,2026-07-31 21:04:12.755011,TRANSFER,8255.99,ATM,UAE,0
TXN_0001147,ACC_000376,ACC_000715,2026-06-07 15:25:36.755011,PAYMENT,2174.32,BRANCH,Hong Kong,0
TXN_0001148,ACC_000389,ACC_000435,2026-04-11 13:54:26.755011,PAYMENT,25218.87,ATM,Singapore,1
TXN_0001149,ACC_000127,ACC_000478,2026-05-07 11:44:40.755011,TRANSFER,54907.55,ATM,Singapore,0
TXN_0001150,ACC_000296,ACC_000571,2026-07-22 07:22:34.755011,TRANSFER,2932.6,ONLINE,UK,0
TXN_0001151,ACC_000291,ACC_000468,2026-05-21 04:18:07.755011,WITHDRAWAL,2465.94,BRANCH,USA,0
TXN_0001152,ACC_000876,ACC_000439,2026-05-02 21:20:11.755011,PAYMENT,611.51,ONLINE,Singapore,0
TXN_0001153,ACC_000184,ACC_000014,2026-05-17 19:29:35.755011,DEPOSIT,3764.03,ONLINE,Singapore,0
TXN_0001154,ACC_000693,ACC_000088,2026-07-13 08:08:58.755011,TRANSFER,1656.22,ATM,Singapore,0
TXN_0001155,ACC_000105,ACC_000760,2026-06-30 03:17:18.755011,PAYMENT,58128.9,ONLINE,UK,0
TXN_0001156,ACC_000865,ACC_000414,2026-05-12 05:13:48.755011,TRANSFER,217883.51,ATM,Singapore,1
TXN_0001157,ACC_000784,ACC_000731,2026-04-30 13:04:54.755011,WITHDRAWAL,3548.28,BRANCH,UK,0
TXN_0001158,ACC_000973,ACC_000415,2026-07-02 14:02:48.755011,DEPOSIT,120924.66,MOBILE,USA,0
TXN_0001159,ACC_000126,ACC_000257,2026-03-28 10:34:46.755011,DEPOSIT,26320.9,BRANCH,USA,0
TXN_0001160,ACC_000031,ACC_000102,2026-04-02 14:24:45.755011,TRANSFER,5487.36,ONLINE,Singapore,0
TXN_0001161,ACC_000392,ACC_000620,2026-04-11 05:44:19.755011,WITHDRAWAL,403.72,ATM,UK,0
TXN_0001162,ACC_000779,ACC_000079,2026-03-26 04:02:22.755011,DEPOSIT,126643.47,BRANCH,USA,0
TXN_0001163,ACC_000503,ACC_000517,2026-06-12 03:28:11.755011,WITHDRAWAL,1529.22,MOBILE,UAE,0
TXN_0001164,ACC_000033,ACC_000441,2026-08-02 19:25:36.755011,TRANSFER,1124.98,BRANCH,Singapore,0
TXN_0001165,ACC_000454,ACC_000471,2026-05-19 12:56:51.755011,TRANSFER,27641.8,ONLINE,USA,0
TXN_0001166,ACC_000799,ACC_000311,2026-08-21 12:39:49.755011,PAYMENT,151403.37,BRANCH,Singapore,0
TXN_0001167,ACC_000399,ACC_000500,2026-07-24 10:36:14.755011,TRANSFER,42664.71,BRANCH,Hong Kong,0
TXN_0001168,ACC_000586,ACC_000482,2026-06-20 04:50:34.755011,DEPOSIT,15941.66,ATM,UAE,0
TXN_0001169,ACC_000507,ACC_000606,2026-04-27 14:34:59.755011,DEPOSIT,16542.78,MOBILE,UK,0
TXN_0001170,ACC_000605,ACC_000047,2026-03-12 22:16:00.755011,PAYMENT,22563.72,MOBILE,UK,0
TXN_0001171,ACC_000028,ACC_000784,2026-06-28 20:34:32.755011,WITHDRAWAL,20145.06,BRANCH,India,0
TXN_0001172,ACC_000422,ACC_000360,2026-05-15 20:32:19.755011,TRANSFER,11355.18,ATM,USA,0
TXN_0001173,ACC_000607,ACC_000087,2026-05-07 01:34:53.755011,TRANSFER,9182.38,MOBILE,India,0
TXN_0001174,ACC_000552,ACC_000334,2026-03-11 06:57:24.755011,TRANSFER,7516.74,BRANCH,Hong Kong,0
TXN_0001175,ACC_000528,ACC_000924,2026-06-25 18:23:39.755011,DEPOSIT,3278.83,MOBILE,India,0
TXN_0001176,ACC_000023,ACC_000325,2026-06-29 15:19:14.755011,DEPOSIT,5785.96,BRANCH,UK,0
TXN_0001177,ACC_000501,ACC_000103,2026-08-11 10:10:01.755011,PAYMENT,1062.58,MOBILE,Singapore,0
TXN_0001178,ACC_000684,ACC_000348,2026-08-02 23:48:09.755011,PAYMENT,7201.12,MOBILE,UK,0
TXN_0001179,ACC_000868,ACC_000998,2026-04-15 15:21:20.755011,TRANSFER,30814.99,ATM,UK,1
TXN_0001180,ACC_000588,ACC_000412,2026-05-04 04:42:18.755011,PAYMENT,2155.32,ONLINE,Hong Kong,0
TXN_0001181,ACC_000607,ACC_000345,2026-03-25 20:34:58.755011,WITHDRAWAL,10055.48,ONLINE,UAE,0
TXN_0001182,ACC_000438,ACC_000215,2026-06-07 18:00:12.755011,WITHDRAWAL,43062.28,ONLINE,Hong Kong,0
TXN_0001183,ACC_000824,ACC_000308,2026-06-13 10:52:58.755011,DEPOSIT,24391.25,MOBILE,USA,0
TXN_0001184,ACC_000640,ACC_000528,2026-04-25 06:04:15.755011,DEPOSIT,1230.77,ATM,India,0
TXN_0001185,ACC_000884,ACC_000192,2026-06-15 16:52:15.755011,DEPOSIT,2471.17,ATM,Hong Kong,0
TXN_0001186,ACC_000275,ACC_000960,2026-07-29 14:01:56.755011,DEPOSIT,477883.71,ONLINE,UAE,1
TXN_0001187,ACC_000152,ACC_000247,2026-06-05 06:26:11.755011,PAYMENT,2492.43,MOBILE,Singapore,0
TXN_0001188,ACC_000851,ACC_000934,2026-08-21 11:50:57.755011,TRANSFER,6188.45,ATM,Singapore,0
TXN_0001189,ACC_000662,ACC_000165,2026-05-02 04:49:01.755011,WITHDRAWAL,15678.76,ATM,Singapore,0
TXN_0001190,ACC_000197,ACC_000029,2026-04-05 13:58:01.755011,PAYMENT,2535.1,MOBILE,Singapore,0
TXN_0001191,ACC_000433,ACC_000663,2026-05-31 03:37:08.755011,TRANSFER,9195.33,ATM,USA,0
TXN_0001192,ACC_000265,ACC_000809,2026-03-13 02:54:11.755011,WITHDRAWAL,1634.63,ATM,Hong Kong,0
TXN_0001193,ACC_000498,ACC_000802,2026-07-25 18:03:54.755011,TRANSFER,3937.73,ONLINE,India,0
TXN_0001194,ACC_000888,ACC_000066,2026-05-04 07:46:32.755011,DEPOSIT,11893.39,MOBILE,Hong Kong,0
TXN_0001195,ACC_000407,ACC_000966,2026-03-24 23:57:00.755011,PAYMENT,1198.0,ATM,India,0
TXN_0001196,ACC_000956,ACC_000124,2026-06-12 14:25:09.755011,WITHDRAWAL,13746.91,BRANCH,India,0
TXN_0001197,ACC_000792,ACC_000827,2026-03-31 04:56:36.755011,WITHDRAWAL,7914.36,MOBILE,UAE,0
TXN_0001198,ACC_000767,ACC_000762,2026-08-10 22:35:10.755011,PAYMENT,15724.7,BRANCH,USA,0
TXN_0001199,ACC_000220,ACC_000994,2026-04-10 11:22:12.755011,WITHDRAWAL,10600.93,BRANCH,Singapore,0
TXN_0001200,ACC_000058,ACC_000503,2026-06-29 22:16:21.755011,WITHDRAWAL,41646.33,ONLINE,UK,0
TXN_0001201,ACC_000700,ACC_000253,2026-06-07 16:04:22.755011,WITHDRAWAL,9416.98,ATM,UK,0
TXN_0001202,ACC_000842,ACC_000316,2026-05-17 20:52:53.755011,TRANSFER,4840.21,ONLINE,Hong Kong,0
TXN_0001203,ACC_000708,ACC_000940,2026-03-18 01:53:01.755011,PAYMENT,9383.96,MOBILE,UAE,0
TXN_0001204,ACC_000982,ACC_000718,2026-07-09 12:48:38.755011,WITHDRAWAL,15552.2,ONLINE,UAE,0
TXN_0001205,ACC_000454,ACC_000398,2026-08-21 00:01:03.755011,TRANSFER,8592.39,BRANCH,UK,0
TXN_0001206,ACC_000775,ACC_000242,2026-08-14 05:11:17.755011,WITHDRAWAL,8507.56,ATM,USA,0
TXN_0001207,ACC_000325,ACC_000901,2026-07-08 01:24:32.755011,DEPOSIT,3489.84,ONLINE,UK,0
TXN_0001208,ACC_000799,ACC_000964,2026-08-14 07:28:18.755011,DEPOSIT,3657.44,BRANCH,Hong Kong,0
TXN_0001209,ACC_000341,ACC_000735,2026-08-17 19:11:53.755011,DEPOSIT,1505.49,ONLINE,USA,0
TXN_0001210,ACC_000068,ACC_000361,2026-06-13 18:46:55.755011,DEPOSIT,66137.56,MOBILE,Singapore,0
TXN_0001211,ACC_000054,ACC_000657,2026-08-02 10:09:18.755011,PAYMENT,1821.41,BRANCH,Hong Kong,0
TXN_0001212,ACC_000205,ACC_000644,2026-05-24 06:18:42.755011,WITHDRAWAL,3528.1,MOBILE,UAE,0
TXN_0001213,ACC_000256,ACC_000529,2026-04-07 02:35:53.755011,PAYMENT,3421.76,BRANCH,UK,0
TXN_0001214,ACC_000753,ACC_000137,2026-08-24 01:55:28.755011,WITHDRAWAL,23716.1,ATM,Hong Kong,0
TXN_0001215,ACC_000819,ACC_000289,2026-05-10 01:43:39.755011,PAYMENT,5687.7,ONLINE,Singapore,0
TXN_0001216,ACC_000898,ACC_000387,2026-05-22 20:54:28.755011,PAYMENT,36217.24,ONLINE,India,0
TXN_0001217,ACC_000627,ACC_000642,2026-07-11 02:49:40.755011,PAYMENT,3611.26,ONLINE,Singapore,0
TXN_0001218,ACC_000873,ACC_000173,2026-07-21 15:12:21.755011,TRANSFER,11325.28,BRANCH,UAE,0
TXN_0001219,ACC_000153,ACC_000092,2026-04-26 23:30:55.755011,WITHDRAWAL,2973.76,ATM,UAE,0
TXN_0001220,ACC_000539,ACC_000446,2026-07-24 23:56:01.755011,DEPOSIT,106316.84,BRANCH,India,0
TXN_0001221,ACC_000196,ACC_000969,2026-04-15 21:49:05.755011,WITHDRAWAL,1948.63,MOBILE,Hong Kong,0
TXN_0001222,ACC_000442,ACC_000877,2026-04-01 17:51:54.755011,PAYMENT,11752.07,ATM,UK,0
TXN_0001223,ACC_000429,ACC_000185,2026-04-13 05:35:18.755011,DEPOSIT,17335.86,ATM,India,0
TXN_0001224,ACC_000242,ACC_000633,2026-04-27 07:09:58.755011,DEPOSIT,13313.83,ATM,UK,0
TXN_0001225,ACC_000470,ACC_000088,2026-07-11 03:25:42.755011,TRANSFER,6487.64,BRANCH,USA,0
TXN_0001226,ACC_000408,ACC_000704,2026-07-20 00:48:57.755011,PAYMENT,6934.16,BRANCH,Hong Kong,0
TXN_0001227,ACC_000263,ACC_000075,2026-07-01 10:13:37.755011,TRANSFER,8540.49,ONLINE,India,0
TXN_0001228,ACC_000483,ACC_000931,2026-04-22 01:31:57.755011,WITHDRAWAL,6792.66,ONLINE,India,0
TXN_0001229,ACC_000391,ACC_000310,2026-07-05 18:54:26.755011,DEPOSIT,25761.98,MOBILE,USA,0
TXN_0001230,ACC_000184,ACC_000267,2026-06-24 02:49:57.755011,PAYMENT,645901.96,BRANCH,UK,1
TXN_0001231,ACC_000092,ACC_000325,2026-04-02 01:52:54.755011,DEPOSIT,4150.61,ATM,UK,0
TXN_0001232,ACC_000131,ACC_000512,2026-03-16 00:54:10.755011,WITHDRAWAL,1565.93,MOBILE,Singapore,0
TXN_0001233,ACC_000270,ACC_000628,2026-08-24 17:54:43.755011,WITHDRAWAL,7288.56,MOBILE,Singapore,0
TXN_0001234,ACC_000755,ACC_000504,2026-05-07 17:37:43.755011,PAYMENT,179091.33,BRANCH,India,0
TXN_0001235,ACC_000236,ACC_000188,2026-03-18 01:23:37.755011,TRANSFER,3088.96,BRANCH,UK,0
TXN_0001236,ACC_000447,ACC_000119,2026-06-06 04:05:20.755011,DEPOSIT,57927.07,ONLINE,Singapore,0
TXN_0001237,ACC_000575,ACC_000497,2026-07-23 03:24:27.755011,DEPOSIT,60672.21,BRANCH,India,0
TXN_0001238,ACC_000152,ACC_000127,2026-08-22 19:02:33.755011,WITHDRAWAL,4170.1,ONLINE,USA,0
TXN_0001239,ACC_000855,ACC_000173,2026-04-11 13:00:19.755011,WITHDRAWAL,16039.02,ATM,UAE,0
TXN_0001240,ACC_000585,ACC_000185,2026-03-08 06:19:10.755011,DEPOSIT,737149.26,ONLINE,USA,1
TXN_0001241,ACC_000097,ACC_000909,2026-07-16 21:42:52.755011,WITHDRAWAL,5141.23,ONLINE,UK,0
TXN_0001242,ACC_000125,ACC_000404,2026-07-17 15:06:06.755011,WITHDRAWAL,6346.78,ONLINE,UK,0
TXN_0001243,ACC_000472,ACC_000851,2026-03-23 04:52:27.755011,DEPOSIT,4031.86,BRANCH,Hong Kong,0
TXN_0001244,ACC_000338,ACC_000994,2026-06-30 20:17:05.755011,TRANSFER,35654.92,BRANCH,UK,1
TXN_0001245,ACC_000929,ACC_000981,2026-07-28 01:16:09.755011,PAYMENT,3717.72,ATM,India,0
TXN_0001246,ACC_000331,ACC_000818,2026-05-01 09:45:12.755011,TRANSFER,1865.48,ONLINE,UAE,0
TXN_0001247,ACC_000262,ACC_000183,2026-05-20 12:30:10.755011,PAYMENT,53925.71,BRANCH,India,1
TXN_0001248,ACC_000167,ACC_000398,2026-04-16 21:28:49.755011,DEPOSIT,3216.45,MOBILE,Hong Kong,0
TXN_0001249,ACC_000158,ACC_000124,2026-07-12 11:15:10.755011,WITHDRAWAL,10727.26,BRANCH,Singapore,0
TXN_0001250,ACC_000318,ACC_000926,2026-09-02 10:31:28.755011,PAYMENT,1252.54,MOBILE,Hong Kong,0
TXN_0001251,ACC_000525,ACC_000205,2026-05-17 19:33:54.755011,DEPOSIT,12052.85,BRANCH,Singapore,0
TXN_0001252,ACC_000615,ACC_000434,2026-06-24 19:07:42.755011,TRANSFER,22031.64,BRANCH,UK,0
TXN_0001253,ACC_000646,ACC_000437,2026-05-30 18:10:20.755011,TRANSFER,740.64,ONLINE,UAE,0
TXN_0001254,ACC_000693,ACC_000230,2026-06-05 11:16:28.755011,PAYMENT,12693.79,BRANCH,UAE,0
TXN_0001255,ACC_000086,ACC_000298,2026-06-17 08:16:04.755011,DEPOSIT,35355.27,BRANCH,India,0
TXN_0001256,ACC_000308,ACC_000153,2026-06-08 04:55:21.755011,PAYMENT,1897.76,MOBILE,USA,0
TXN_0001257,ACC_000583,ACC_000049,2026-05-03 20:08:11.755011,TRANSFER,60299.97,ONLINE,UAE,0
TXN_0001258,ACC_000423,ACC_000097,2026-05-28 23:19:57.755011,DEPOSIT,13397.49,MOBILE,UK,0
TXN_0001259,ACC_000788,ACC_000516,2026-03-23 08:09:57.755011,TRANSFER,3477.21,ONLINE,Hong Kong,0
TXN_0001260,ACC_000806,ACC_000187,2026-04-11 07:51:57.755011,DEPOSIT,7578.55,ONLINE,India,0
TXN_0001261,ACC_000305,ACC_000322,2026-07-22 05:44:03.755011,DEPOSIT,15835.23,BRANCH,UAE,0
TXN_0001262,ACC_000990,ACC_000941,2026-05-12 17:49:32.755011,PAYMENT,8876.89,ATM,USA,0
TXN_0001263,ACC_000266,ACC_000893,2026-07-02 18:10:57.755011,TRANSFER,15467.67,BRANCH,UAE,0
TXN_0001264,ACC_000120,ACC_000014,2026-05-23 03:37:02.755011,PAYMENT,2684.34,BRANCH,Singapore,0
TXN_0001265,ACC_000674,ACC_000989,2026-08-23 03:54:10.755011,DEPOSIT,9929.18,MOBILE,UAE,0
TXN_0001266,ACC_000370,ACC_000708,2026-07-05 05:19:53.755011,DEPOSIT,1485.55,MOBILE,India,0
TXN_0001267,ACC_000196,ACC_000115,2026-03-10 03:45:31.755011,TRANSFER,7090.62,ATM,India,0
TXN_0001268,ACC_000149,ACC_000666,2026-07-11 09:53:43.755011,PAYMENT,2738.9,BRANCH,Hong Kong,0
TXN_0001269,ACC_000196,ACC_000089,2026-06-20 01:04:07.755011,WITHDRAWAL,3352.17,BRANCH,USA,0
TXN_0001270,ACC_000120,ACC_000171,2026-03-11 16:45:57.755011,PAYMENT,35714.49,BRANCH,Singapore,0
TXN_0001271,ACC_000461,ACC_000600,2026-08-21 10:02:02.755011,PAYMENT,30018.59,ATM,UK,0
TXN_0001272,ACC_000402,ACC_000053,2026-08-16 09:03:41.755011,WITHDRAWAL,16830.8,ONLINE,India,0
TXN_0001273,ACC_000443,ACC_000426,2026-07-23 22:20:44.755011,DEPOSIT,2184.68,MOBILE,India,0
TXN_0001274,ACC_000526,ACC_000606,2026-06-09 20:29:12.755011,DEPOSIT,5543.1,ATM,Hong Kong,0
TXN_0001275,ACC_000433,ACC_000591,2026-03-11 03:43:48.755011,WITHDRAWAL,34742.44,ONLINE,UK,0
TXN_0001276,ACC_000911,ACC_000485,2026-05-27 11:05:37.755011,TRANSFER,9605.2,BRANCH,UAE,0
TXN_0001277,ACC_000460,ACC_000715,2026-05-13 19:07:48.755011,DEPOSIT,131031.82,ONLINE,USA,0
TXN_0001278,ACC_000481,ACC_000353,2026-04-13 18:48:54.755011,DEPOSIT,12990.6,ATM,UAE,0
TXN_0001279,ACC_000702,ACC_000348,2026-08-30 23:39:58.755011,DEPOSIT,10203.22,ATM,UK,0
TXN_0001280,ACC_000983,ACC_000427,2026-05-22 06:21:14.755011,WITHDRAWAL,5591.82,BRANCH,USA,0
TXN_0001281,ACC_000708,ACC_000768,2026-05-01 07:26:17.755011,TRANSFER,9511.43,BRANCH,USA,0
TXN_0001282,ACC_000621,ACC_000504,2026-04-06 19:34:07.755011,TRANSFER,6748.23,BRANCH,Singapore,0
TXN_0001283,ACC_000571,ACC_000049,2026-04-17 03:07:13.755011,TRANSFER,18953.24,MOBILE,UK,0
TXN_0001284,ACC_000179,ACC_000848,2026-04-07 06:14:50.755011,TRANSFER,25541.06,ONLINE,UK,0
TXN_0001285,ACC_000233,ACC_000124,2026-07-05 09:08:38.755011,PAYMENT,3155.22,BRANCH,UK,0
TXN_0001286,ACC_000048,ACC_000789,2026-08-06 20:55:30.755011,WITHDRAWAL,16940.06,ATM,Hong Kong,1
TXN_0001287,ACC_000686,ACC_000107,2026-07-02 19:17:07.755011,TRANSFER,894.76,BRANCH,Singapore,0
TXN_0001288,ACC_000109,ACC_000801,2026-08-01 05:12:33.755011,TRANSFER,99340.02,ONLINE,UAE,1
TXN_0001289,ACC_000121,ACC_000892,2026-07-07 18:45:38.755011,PAYMENT,2155.89,MOBILE,USA,0
TXN_0001290,ACC_000453,ACC_000781,2026-07-22 23:22:21.755011,DEPOSIT,611.88,ONLINE,USA,0
TXN_0001291,ACC_000839,ACC_000142,2026-05-11 10:28:34.755011,TRANSFER,12916.93,ATM,Singapore,0
TXN_0001292,ACC_000252,ACC_000855,2026-08-03 19:54:50.755011,DEPOSIT,2668718.17,MOBILE,UK,1
TXN_0001293,ACC_000273,ACC_000382,2026-03-24 00:18:38.755011,DEPOSIT,8044.27,MOBILE,Hong Kong,0
