customer_id,first_name,last_name,age,city,occupation,annual_income,risk_country_flag,full_name,same_name_count,potential_duplicate
CUST_00310,Kavya,Verma,39,Pune,Consultant,2858846,0,kavya verma,5,1
CUST_00311,Arjun,Kumar,53,Chennai,Doctor,1548285,0,arjun kumar,3,1
CUST_00312,Kiran,Das,62,Ahmedabad,Student,2312441,0,kiran das,8,1
CUST_00313,Meera,Kumar,36,Delhi,Accountant,1954789,0,meera kumar,5,1
CUST_00314,Neha,Reddy,36,Mumbai,Consultant,631473,0,neha reddy,7,1
CUST_00315,Kavya,Kumar,65,Ahmedabad,Doctor,1147534,0,kavya kumar,8,1
CUST_00316,Rohan,Verma,62,Chennai,Teacher,758129,0,rohan verma,2,1
CUST_00317,Priya,Das,33,Mumbai,Doctor,2975733,0,priya das,2,1
CUST_00318,Vivaan,Gupta,39,Ahmedabad,Business Owner,876578,0,vivaan gupta,2,1
CUST_00319,Sneha,Reddy,44,Ahmedabad,Manager,1136578,0,sneha reddy,5,1
CUST_00320,Rohan,Singh,36,Mumbai,Business Owner,2708089,0,rohan singh,3,1
CUST_00321,Kiran,Sharma,29,Kolkata,Teacher,452420,1,kiran sharma,3,1
CUST_00322,Diya,Rao,29,Chennai,Software Engineer,338869,0,diya rao,4,1
CUST_00323,Priya,Patel,39,Chennai,Manager,2989859,0,priya patel,3,1
CUST_00324,Kavya,Reddy,72,Ahmedabad,Consultant,1108709,0,kavya reddy,1,0
CUST_00325,Ananya,Reddy,64,Ahmedabad,Consultant,1080975,0,ananya reddy,7,1
CUST_00326,Ananya,Kumar,54,Hyderabad,Teacher,2862528,0,ananya kumar,4,1
CUST_00327,Meera,Gupta,70,Kolkata,Student,663804,0,meera gupta,6,1
CUST_00328,Vivaan,Reddy,26,Ahmedabad,Student,1340384,0,vivaan reddy,4,1
CUST_00329,Diya,Das,46,Chennai,Student,1566452,0,diya das,2,1
CUST_00330,Priya,Sharma,34,Pune,Doctor,560568,0,priya sharma,5,1
CUST_00331,Kavya,Kumar,28,Kolkata,Consultant,792477,0,kavya kumar,8,1
CUST_00332,Rohan,Singh,57,Hyderabad,Doctor,860228,0,rohan singh,3,1
CUST_00333,Kavya,Nair,41,Kolkata,Manager,2554512,0,kavya nair,3,1
CUST_00334,Vikram,Das,66,Hyderabad,Business Owner,2504134,0,vikram das,3,1
CUST_00335,Kiran,Singh,22,Delhi,Software Engineer,2597007,0,kiran singh,5,1
CUST_00336,Arjun,Nair,52,Bengaluru,Teacher,1676225,0,arjun nair,4,1
CUST_00337,Kavya,Patel,61,Hyderabad,Manager,681436,0,kavya patel,5,1
CUST_00338,Kavya,Sharma,47,Bengaluru,Accountant,2215951,0,kavya sharma,3,1
CUST_00339,Sneha,Rao,61,Chennai,Software Engineer,1960729,0,sneha rao,4,1
CUST_00340,Aarav,Das,55,Delhi,Software Engineer,2077115,0,aarav das,5,1
CUST_00341,Vivaan,Verma,21,Delhi,Manager,433105,0,vivaan verma,4,1
CUST_00342,Aditya,Reddy,67,Kolkata,Student,1904235,0,aditya reddy,3,1
CUST_00343,Meera,Gupta,42,Delhi,Teacher,1758652,0,meera gupta,6,1
CUST_00344,Sneha,Gupta,51,Bengaluru,Doctor,314568,0,sneha gupta,4,1
CUST_00345,Rohan,Rao,61,Kolkata,Accountant,1263280,0,rohan rao,6,1
CUST_00346,Ananya,Reddy,35,Hyderabad,Business Owner,435129,0,ananya reddy,7,1
CUST_00347,Diya,Nair,67,Mumbai,Doctor,1164368,0,diya nair,3,1
CUST_00348,Priya,Sharma,46,Mumbai,Doctor,485542,0,priya sharma,5,1
CUST_00349,Arjun,Verma,31,Mumbai,Teacher,2413492,1,arjun verma,3,1
CUST_00350,Arjun,Nair,38,Pune,Doctor,1565691,0,arjun nair,4,1
CUST_00351,Rahul,Verma,32,Kolkata,Consultant,1454079,0,rahul verma,4,1
CUST_00352,Priya,Reddy,58,Kolkata,Manager,496646,1,priya reddy,6,1
CUST_00353,Rahul,Gupta,68,Pune,Accountant,2012363,0,rahul gupta,4,1
CUST_00354,Diya,Reddy,66,Ahmedabad,Doctor,1245163,0,diya reddy,5,1
CUST_00355,Kiran,Reddy,69,Ahmedabad,Software Engineer,2658817,0,kiran reddy,1,0
CUST_00356,Diya,Verma,51,Bengaluru,Accountant,1318622,0,diya verma,4,1
CUST_00357,Ananya,Patel,46,Pune,Business Owner,2546618,0,ananya patel,6,1
CUST_00358,Arjun,Sharma,35,Kolkata,Software Engineer,605279,0,arjun sharma,2,1
CUST_00359,Neha,Nair,64,Hyderabad,Manager,1176144,0,neha nair,5,1
CUST_00360,Ananya,Kumar,18,Hyderabad,Doctor,792059,0,ananya kumar,4,1
CUST_00361,Neha,Rao,33,Hyderabad,Accountant,1303826,0,neha rao,6,1
CUST_00362,Neha,Kumar,42,Ahmedabad,Student,1593616,0,neha kumar,3,1
CUST_00363,Sneha,Rao,47,Delhi,Manager,1643155,0,sneha rao,4,1
CUST_00364,Ananya,Singh,44,Mumbai,Doctor,912044,0,ananya singh,3,1
CUST_00365,Sneha,Nair,55,Kolkata,Consultant,939259,0,sneha nair,2,1
CUST_00366,Arjun,Gupta,54,Hyderabad,Manager,2609562,0,arjun gupta,6,1
CUST_00367,Rahul,Singh,34,Ahmedabad,Manager,2232856,0,rahul singh,2,1
CUST_00368,Neha,Singh,28,Bengaluru,Manager,1071952,0,neha singh,4,1
CUST_00369,Sneha,Sharma,51,Mumbai,Business Owner,503484,0,sneha sharma,1,0
CUST_00370,Diya,Reddy,71,Hyderabad,Business Owner,933464,0,diya reddy,5,1
CUST_00371,Sneha,Rao,41,Mumbai,Manager,2346209,0,sneha rao,4,1
CUST_00372,Sneha,Verma,44,Mumbai,Software Engineer,2520538,0,sneha verma,4,1
CUST_00373,Sneha,Kumar,19,Kolkata,Teacher,748859,0,sneha kumar,3,1
CUST_00374,Sneha,Reddy,33,Hyderabad,Consultant,1786633,0,sneha reddy,5,1
CUST_00375,Diya,Patel,41,Kolkata,Manager,2669790,0,diya patel,5,1
CUST_00376,Kiran,Das,37,Delhi,Software Engineer,692169,0,kiran das,8,1
CUST_00377,Diya,Verma,48,Mumbai,Software Engineer,1018834,0,diya verma,4,1
CUST_00378,Vikram,Gupta,59,Pune,Business Owner,2515260,0,vikram gupta,3,1
CUST_00379,Arjun,Das,75,Ahmedabad,Consultant,495295,0,arjun das,3,1
CUST_00380,Rahul,Kumar,75,Mumbai,Teacher,1619044,0,rahul kumar,5,1
CUST_00381,Arjun,Nair,27,Kolkata,Business Owner,1555258,0,arjun nair,4,1
CUST_00382,Arjun,Nair,71,Kolkata,Student,1909967,0,arjun nair,4,1
CUST_00383,Aditya,Patel,50,Pune,Software Engineer,709723,0,aditya patel,5,1
CUST_00384,Vikram,Patel,39,Kolkata,Student,424259,0,vikram patel,6,1
CUST_00385,Neha,Rao,49,Hyderabad,Student,2619608,0,neha rao,6,1
CUST_00386,Diya,Reddy,61,Kolkata,Business Owner,2894663,0,diya reddy,5,1
CUST_00387,Arjun,Patel,23,Chennai,Teacher,1893835,0,arjun patel,3,1
CUST_00388,Rahul,Reddy,65,Kolkata,Student,1812886,0,rahul reddy,7,1
CUST_00389,Aarav,Kumar,46,Pune,Consultant,728789,0,aarav kumar,4,1
CUST_00390,Aditya,Gupta,46,Kolkata,Business Owner,410150,0,aditya gupta,4,1
CUST_00391,Sneha,Patel,56,Pune,Accountant,351760,0,sneha patel,1,0
CUST_00392,Diya,Patel,64,Hyderabad,Teacher,1896905,0,diya patel,5,1
CUST_00393,Rohan,Kumar,35,Ahmedabad,Teacher,565361,0,rohan kumar,3,1
CUST_00394,Rohan,Gupta,37,Ahmedabad,Business Owner,1814667,0,rohan gupta,7,1
CUST_00395,Arjun,Rao,56,Hyderabad,Manager,748674,0,arjun rao,5,1
CUST_00396,Aarav,Gupta,39,Kolkata,Student,2146428,0,aarav gupta,7,1
CUST_00397,Vikram,Nair,26,Chennai,Student,2830051,0,vikram nair,2,1
CUST_00398,Arjun,Rao,38,Bengaluru,Accountant,1638560,0,arjun rao,5,1
CUST_00399,Kiran,Rao,54,Hyderabad,Student,1877290,0,kiran rao,5,1
CUST_00400,Neha,Gupta,41,Delhi,Doctor,2783980,1,neha gupta,6,1
CUST_00401,Aditya,Verma,19,Ahmedabad,Doctor,2139013,0,aditya verma,2,1
CUST_00402,Vikram,Patel,70,Kolkata,Manager,883759,0,vikram patel,6,1
CUST_00403,Arjun,Kumar,60,Bengaluru,Accountant,1881214,0,arjun kumar,3,1
CUST_00404,Priya,Rao,55,Kolkata,Accountant,2580213,0,priya rao,4,1
CUST_00405,Ananya,Verma,56,Delhi,Business Owner,1341156,0,ananya verma,8,1
CUST_00406,Ananya,Reddy,59,Mumbai,Accountant,1690817,1,ananya reddy,7,1
CUST_00407,Diya,Patel,18,Delhi,Consultant,1231140,0,diya patel,5,1
CUST_00408,Sneha,Verma,55,Hyderabad,Manager,1869171,0,sneha verma,4,1
CUST_00409,Neha,Nair,62,Bengaluru,Student,403023,0,neha nair,5,1
CUST_00410,Rohan,Gupta,23,Delhi,Teacher,1760996,0,rohan gupta,7,1
CUST_00411,Kavya,Das,51,Ahmedabad,Student,2297170,0,kavya das,3,1
CUST_00412,Kiran,Rao,38,Delhi,Consultant,487414,0,kiran rao,5,1
CUST_00413,Vivaan,Sharma,72,Pune,Business Owner,989351,0,vivaan sharma,3,1
CUST_00414,Kiran,Das,51,Bengaluru,Teacher,1688271,0,kiran das,8,1
CUST_00415,Kavya,Das,69,Kolkata,Teacher,1081763,0,kavya das,3,1
CUST_00416,Diya,Gupta,19,Hyderabad,Manager,2783880,0,diya gupta,4,1
CUST_00417,Aarav,Das,31,Chennai,Business Owner,2721572,0,aarav das,5,1
CUST_00418,Vikram,Verma,29,Pune,Student,1126589,0,vikram verma,6,1
CUST_00419,Rohan,Rao,51,Pune,Accountant,2864013,0,rohan rao,6,1
CUST_00420,Vivaan,Singh,40,Ahmedabad,Teacher,1547574,0,vivaan singh,3,1
CUST_00421,Priya,Patel,61,Bengaluru,Student,794347,0,priya patel,3,1
CUST_00422,Vivaan,Reddy,41,Bengaluru,Accountant,2054221,0,vivaan reddy,4,1
CUST_00423,Priya,Gupta,45,Bengaluru,Manager,2965487,0,priya gupta,6,1
CUST_00424,Meera,Reddy,53,Bengaluru,Manager,1511460,0,meera reddy,4,1
CUST_00425,Ananya,Rao,57,Mumbai,Student,340195,0,ananya rao,3,1
CUST_00426,Arjun,Gupta,53,Ahmedabad,Accountant,2362447,0,arjun gupta,6,1
CUST_00427,Vikram,Rao,49,Bengaluru,Business Owner,2671450,0,vikram rao,2,1
CUST_00428,Neha,Das,36,Mumbai,Consultant,1243061,0,neha das,5,1
CUST_00429,Aditya,Rao,54,Ahmedabad,Business Owner,2702136,0,aditya rao,3,1
CUST_00430,Neha,Verma,70,Pune,Software Engineer,2151225,0,neha verma,3,1
CUST_00431,Diya,Patel,65,Hyderabad,Consultant,435184,0,diya patel,5,1
CUST_00432,Ananya,Patel,46,Delhi,Doctor,1180292,0,ananya patel,6,1
CUST_00433,Priya,Singh,73,Kolkata,Teacher,2884325,0,priya singh,3,1
CUST_00434,Arjun,Das,69,Mumbai,Student,2532547,0,arjun das,3,1
CUST_00435,Sneha,Reddy,38,Chennai,Consultant,2702227,0,sneha reddy,5,1
CUST_00436,Vikram,Verma,75,Delhi,Teacher,2026359,0,vikram verma,6,1
CUST_00437,Rohan,Reddy,62,Bengaluru,Doctor,913389,0,rohan reddy,4,1
CUST_00438,Vikram,Das,66,Kolkata,Manager,896311,0,vikram das,3,1
CUST_00439,Rohan,Gupta,42,Ahmedabad,Business Owner,2957627,0,rohan gupta,7,1
CUST_00440,Neha,Patel,43,Chennai,Student,2207131,1,neha patel,2,1
CUST_00441,Ananya,Nair,18,Delhi,Manager,2962714,0,ananya nair,3,1
CUST_00442,Ananya,Patel,68,Kolkata,Doctor,2102053,0,ananya patel,6,1
CUST_00443,Kavya,Kumar,38,Chennai,Student,2595586,0,kavya kumar,8,1
CUST_00444,Priya,Rao,68,Pune,Software Engineer,492698,0,priya rao,4,1
CUST_00445,Neha,Rao,19,Delhi,Teacher,2150887,0,neha rao,6,1
CUST_00446,Diya,Das,62,Bengaluru,Consultant,966799,0,diya das,2,1
CUST_00447,Meera,Kumar,23,Pune,Consultant,645696,0,meera kumar,5,1
CUST_00448,Meera,Reddy,21,Kolkata,Consultant,1282070,0,meera reddy,4,1
CUST_00449,Vivaan,Patel,18,Hyderabad,Manager,626898,0,vivaan patel,2,1
CUST_00450,Arjun,Verma,61,Ahmedabad,Software Engineer,333816,0,arjun verma,3,1
CUST_00451,Vikram,Patel,73,Kolkata,Teacher,2303620,0,vikram patel,6,1
CUST_00452,Diya,Patel,64,Delhi,Business Owner,1614291,0,diya patel,5,1
CUST_00453,Rohan,Reddy,42,Bengaluru,Teacher,586939,0,rohan reddy,4,1
CUST_00454,Aarav,Nair,59,Bengaluru,Manager,1772988,0,aarav nair,3,1
CUST_00455,Rahul,Reddy,44,Ahmedabad,Doctor,663595,0,rahul reddy,7,1
CUST_00456,Aditya,Patel,55,Kolkata,Student,2100986,0,aditya patel,5,1
CUST_00457,Aditya,Das,35,Delhi,Doctor,2621113,0,aditya das,4,1
CUST_00458,Kiran,Nair,36,Mumbai,Consultant,1161701,0,kiran nair,3,1
CUST_00459,Sneha,Das,65,Kolkata,Consultant,528879,0,sneha das,1,0
CUST_00460,Neha,Das,49,Kolkata,Business Owner,1311170,0,neha das,5,1
CUST_00461,Priya,Patel,51,Mumbai,Student,1627382,0,priya patel,3,1
CUST_00462,Vikram,Nair,44,Pune,Teacher,2275578,1,vikram nair,2,1
CUST_00463,Neha,Patel,19,Delhi,Software Engineer,1399684,0,neha patel,2,1
CUST_00464,Meera,Sharma,68,Kolkata,Consultant,2936416,0,meera sharma,3,1
CUST_00465,Neha,Gupta,45,Kolkata,Business Owner,2986608,0,neha gupta,6,1
CUST_00466,Priya,Reddy,35,Delhi,Consultant,631440,0,priya reddy,6,1
CUST_00467,Arjun,Reddy,52,Pune,Accountant,2759695,0,arjun reddy,2,1
CUST_00468,Vikram,Patel,37,Kolkata,Doctor,542875,0,vikram patel,6,1
CUST_00469,Meera,Gupta,25,Ahmedabad,Software Engineer,1597256,0,meera gupta,6,1
CUST_00470,Rahul,Reddy,25,Mumbai,Teacher,347607,0,rahul reddy,7,1
CUST_00471,Ananya,Verma,51,Chennai,Teacher,1859733,0,ananya verma,8,1
CUST_00472,Neha,Kumar,64,Delhi,Software Engineer,1705138,0,neha kumar,3,1
CUST_00473,Rohan,Verma,22,Chennai,Business Owner,2380993,0,rohan verma,2,1
CUST_00474,Ananya,Sharma,49,Bengaluru,Student,959805,0,ananya sharma,2,1
CUST_00475,Vivaan,Nair,61,Delhi,Doctor,2434166,0,vivaan nair,4,1
CUST_00476,Vikram,Sharma,33,Mumbai,Manager,1826628,0,vikram sharma,6,1
CUST_00477,Aditya,Reddy,72,Mumbai,Accountant,1241685,0,aditya reddy,3,1
CUST_00478,Diya,Singh,35,Delhi,Student,800803,0,diya singh,2,1
CUST_00479,Meera,Sharma,29,Hyderabad,Software Engineer,1981600,0,meera sharma,3,1
CUST_00480,Kavya,Kumar,67,Chennai,Student,662327,0,kavya kumar,8,1
CUST_00481,Aarav,Singh,30,Chennai,Consultant,2911866,0,aarav singh,1,0
CUST_00482,Ananya,Nair,49,Hyderabad,Doctor,931521,0,ananya nair,3,1
CUST_00483,Diya,Sharma,32,Pune,Software Engineer,1705164,0,diya sharma,3,1
CUST_00484,Rahul,Gupta,72,Chennai,Business Owner,1160647,0,rahul gupta,4,1
CUST_00485,Arjun,Gupta,49,Mumbai,Teacher,1473672,0,arjun gupta,6,1
CUST_00486,Meera,Das,75,Kolkata,Student,2222912,1,meera das,1,0
CUST_00487,Vivaan,Nair,24,Bengaluru,Accountant,613861,0,vivaan nair,4,1
CUST_00488,Aarav,Gupta,60,Bengaluru,Doctor,1523377,0,aarav gupta,7,1
CUST_00489,Ananya,Gupta,62,Pune,Student,2199004,0,ananya gupta,4,1
CUST_00490,Vivaan,Das,26,Delhi,Teacher,743160,0,vivaan das,7,1
CUST_00491,Kavya,Singh,44,Delhi,Student,1170889,0,kavya singh,2,1
CUST_00492,Kavya,Kumar,72,Delhi,Business Owner,961086,0,kavya kumar,8,1
CUST_00493,Rohan,Nair,20,Hyderabad,Student,922115,0,rohan nair,3,1
CUST_00494,Arjun,Singh,43,Mumbai,Consultant,1391218,0,arjun singh,3,1
CUST_00495,Aditya,Sharma,43,Ahmedabad,Doctor,697306,0,aditya sharma,5,1
CUST_00496,Neha,Reddy,25,Mumbai,Software Engineer,1232344,0,neha reddy,7,1
CUST_00497,Vikram,Gupta,41,Delhi,Consultant,614519,0,vikram gupta,3,1
CUST_00498,Vivaan,Das,75,Ahmedabad,Teacher,685786,0,vivaan das,7,1
CUST_00499,Vikram,Singh,25,Mumbai,Manager,512389,0,vikram singh,3,1
CUST_00500,Priya,Gupta,70,Kolkata,Manager,423657,0,priya gupta,6,1
